from,to,position,confidence_before,confidence_after
2,1,3035,0.9999999538269624,0.9999999998665388
1,2,3037,0.99999994840443,0.9999948917956387
2,1,3046,0.999987145540886,0.9999999999754454
1,2,3047,0.9999999999754454,0.9999998185253518
2,1,3048,0.9999998185253518,0.9999992053138587
1,2,3049,0.9999992053138587,0.9999909346665415
2,1,3056,0.9999654647876738,0.9999949545825203
1,2,3057,0.9999949545825203,0.999999999910461
2,1,3065,0.9999999411502909,1.0
1,0,3066,1.0,1.0
0,2,3068,1.0,0.9999999923434757
2,0,3078,0.9999999999298765,1.0
0,2,3079,1.0,0.9999999999427693
2,1,3084,0.99999999953544,0.9917845205635523
1,2,3085,0.9917845205635523,0.9999999964460216
2,1,3097,0.9999999365010039,0.9999999999392308
1,0,3098,0.9999999999392308,1.0
0,2,3099,1.0,0.9999259460267663
2,1,3103,0.9999862549542184,0.8829660519952339
1,0,3104,0.8829660519952339,1.0
0,2,3105,1.0,0.9999330573739698
2,1,3107,0.9999979016217064,0.9468585762143104
1,2,3108,0.9468585762143104,0.9999969943983031
2,1,3109,0.9999969943983031,0.9999999999988045
1,2,3112,0.9999999772291217,0.9999908667104654
2,1,3115,0.9999999395921773,0.9999941771230437
1,2,3116,0.9999941771230437,0.9999999986169392
2,3,3128,0.9999999999125917,1.0
3,1,3129,1.0,0.9999999999934879
1,2,3130,0.9999999999934879,0.9999901176478354
2,1,3139,0.9999999999345108,0.9999999987754364
1,2,3141,1.0,0.9999999999723279
2,1,3142,0.9999999999723279,0.9999974745705241
1,2,3143,0.9999974745705241,0.9999731835230834
2,1,3151,0.9999999933427652,1.0
1,2,3152,1.0,0.9999999995323563
2,1,3156,0.999999998032564,1.0
1,2,3158,1.0,0.9999999999386144
2,0,3162,0.9999992782528022,1.0
0,2,3163,1.0,0.999999999957442
2,0,3173,0.9999999983212895,1.0
0,2,3174,1.0,0.9999999998512816
2,0,3181,0.9999999945978502,1.0
0,2,3182,1.0,0.9999718734244696
2,1,3186,0.9999928461437287,0.9999999999980256
1,2,3187,0.9999999999980256,0.9999883796428837
2,1,3189,0.9999999702785485,0.9999970633916353
1,2,3190,0.9999970633916353,0.9999997118400568
2,3,3195,0.9999758077788522,1.0
3,2,3196,1.0,0.9999984372842856
2,0,3197,0.9999984372842856,1.0
0,2,3198,1.0,0.9999999999400799
2,0,3206,0.999998552084371,1.0
0,2,3207,1.0,0.9999949152168127
2,0,3237,0.9999362597048145,1.0
0,2,3238,1.0,0.999940570432371
2,0,3242,0.9994626701075258,1.0
0,2,3243,1.0,0.999946355378104
2,1,3245,0.999999999844075,0.999999999395417
1,2,3246,0.999999999395417,0.9999979044753786
2,1,3247,0.9999979044753786,0.9999999999997753
1,2,3248,0.9999999999997753,0.9999988413046645
2,1,3260,0.9999998208691087,0.9999999999258584
1,2,3261,0.9999999999258584,0.999999609594864
2,0,3263,0.9999999994724433,1.0
0,2,3264,1.0,0.9999999999116103
2,0,3271,0.9999998679905404,1.0
0,2,3272,1.0,0.9999999929248666
2,1,3273,0.9999999929248666,0.9999999982567473
1,2,3274,0.9999999982567473,0.9999999997866738
2,1,3275,0.9999999997866738,0.9999996716031967
1,2,3278,0.9999958282666583,0.9999005717913065
2,1,3287,0.9838093004815961,0.999998125639473
1,2,3289,0.9999999971644353,0.9999999897390168
2,1,3290,0.9999999897390168,0.9999999999999698
1,2,3291,0.9999999999999698,0.9999988211280829
2,1,3294,0.9999415028749248,0.974136898738455
1,2,3295,0.974136898738455,0.9999998115683955
2,1,3296,0.9999998115683955,0.9999999809410609
1,0,3297,0.9999999809410609,1.0
0,2,3298,1.0,0.9999878487907037
2,1,3301,0.9999999999382245,1.0
1,2,3302,1.0,0.9998636338701383
2,1,3329,0.9999997773071917,0.9999999969409679
1,2,3330,0.9999999969409679,0.9999998729700695
2,1,3334,0.9999999919606957,1.0
1,2,3336,0.9999999951842975,0.9999338258006927
2,1,3338,0.9999655849877106,0.9999999999772768
1,2,3339,0.9999999999772768,0.999999994126946
2,1,3344,0.9999999992008455,0.9999999999992308
1,2,3346,1.0,0.9999997921638911
2,1,3355,0.9999999136915607,0.9999879739975351
1,2,3358,0.9999995563075349,0.9999989492382553
2,1,3359,0.9999989492382553,1.0
1,2,3362,0.9999898489570825,0.9999999873320925
2,1,3363,0.9999999873320925,0.9954820974318986
1,2,3364,0.9954820974318986,0.9999996061415602
2,1,3383,0.9999999999631459,1.0
1,2,3384,1.0,0.999969859782427
2,0,3387,0.9999570609195815,1.0
0,2,3388,1.0,0.9999843072125407
2,1,3391,0.9999999662222004,1.0
1,2,3392,1.0,0.9999997737884285
2,0,3393,0.9999997737884285,1.0
0,2,3394,1.0,0.9999999909101298
2,1,3396,0.9999423276558511,1.0
1,2,3397,1.0,0.9999999997033946
2,1,3418,0.9999999999999947,0.9999999999701039
1,2,3419,0.9999999999701039,0.999999965535253
2,1,3420,0.999999965535253,1.0
1,2,3421,1.0,0.9999989588142297
2,1,3423,0.997728458024669,0.9999991721033784
1,2,3424,0.9999991721033784,0.9999999989141681
2,1,3428,0.9999976854078482,0.999895766128437
1,2,3429,0.999895766128437,0.9999991837890141
2,1,3440,0.9999999999843947,0.9999999996911466
1,2,3441,0.9999999996911466,0.9999999996770512
2,0,3459,0.9999887531998158,1.0
0,2,3460,1.0,0.9999999896563203
2,1,3471,0.9999999729495567,1.0
1,2,3472,1.0,0.9999982391665241
2,1,3485,0.9999999960221171,1.0
1,2,3486,1.0,0.9999990631206065
2,0,3508,0.9999999999939,1.0
0,2,3509,1.0,0.9999999773839383
2,1,3525,0.9999999988229948,1.0
1,2,3526,1.0,0.9999988886047942
2,0,3555,0.9999999998384723,1.0
0,2,3556,1.0,0.9999999983185788
2,0,3565,0.9999999999207816,0.9999999873401643
0,2,3566,0.9999999873401643,0.9999999999323563
2,0,3574,0.9999999999280487,1.0
0,2,3575,1.0,0.999999999953884
2,1,3578,0.9999999941649023,1.0
1,2,3579,1.0,0.9999999986508179
2,0,3586,0.999999602625043,1.0
0,2,3587,1.0,0.9999999575688898
2,1,3589,0.9999607050024366,0.9999999249352217
1,2,3590,0.9999999249352217,0.9999868522705722
2,0,3597,0.9999999978787226,1.0
0,2,3598,1.0,0.999999999387267
2,1,3609,0.9999997085687402,0.9999999999999307
1,2,3610,0.9999999999999307,0.9999999810047806
2,1,3611,0.9999999810047806,0.9999999994717168
1,2,3612,0.9999999994717168,0.9999999980855243
2,1,3619,0.999999982049527,0.9999997949118248
1,2,3620,0.9999997949118248,0.9999998450040919
2,1,3624,0.9999998236994911,0.9999999963728072
1,2,3627,0.9999999999819682,0.9999999655359743
2,1,3636,0.9994157373669282,0.9999782693533495
1,2,3637,0.9999782693533495,0.999999998697767
2,0,3643,0.998661133779413,1.0
0,2,3644,1.0,0.9999999904550876
2,0,3669,0.9999998995986573,0.8363056878168368
0,2,3670,0.8363056878168368,0.9999999998804974
2,1,3684,0.9999999969014457,0.9999997206792467
1,2,3685,0.9999997206792467,0.999999999470452
2,1,3694,0.9999999981600833,1.0
1,2,3695,1.0,0.9999979917586884
2,1,3698,0.9702706193678365,0.9999999999540847
1,2,3700,0.9999999817134582,0.9999999959067658
2,1,3710,0.9999994738694865,0.9999999889265202
1,2,3714,0.9999999999927178,0.9999999992879545
2,3,3721,0.9999999993250839,1.0
3,2,3722,1.0,0.9999999793209666
2,1,3735,0.9999999999658886,0.9999999999347544
1,2,3737,0.9999999865928829,0.9999999995771773
2,3,3738,0.9999999995771773,1.0
3,0,3739,1.0,1.0
0,2,3740,1.0,0.9999999998814779
2,1,3749,0.999999999643352,0.9999999999553477
1,2,3750,0.9999999999553477,0.9999907565699531
2,1,3756,0.9999999996370494,0.999999999999134
1,2,3758,1.0,0.9999999696954629
2,1,3759,0.9999999696954629,0.9999999952237175
1,2,3762,0.999999999999237,0.9999649748490527
2,0,3781,0.9999999999999574,1.0
0,2,3782,1.0,0.9999999999365734
2,0,3784,0.9999999999999929,1.0
0,2,3785,1.0,0.9999999999792504
2,1,3801,0.9999955206738875,0.9999999997332978
1,2,3802,0.9999999997332978,0.9999999989660218
2,1,3803,0.9999999989660218,1.0
1,2,3804,1.0,0.9993546158459502
2,1,3826,0.9999988670677183,0.9999999997892068
1,0,3827,0.9999999997892068,1.0
0,3,3828,1.0,1.0
3,1,3829,1.0,0.9999986176249018
1,2,3830,0.9999986176249018,0.9999816581004212
2,1,3833,0.9999999996720597,0.9999999999993889
1,2,3834,0.9999999999993889,0.999998626503622
2,3,3837,0.9740483791958316,0.9999927834159195
3,1,3838,0.9999927834159195,0.99999999999996
1,2,3839,0.99999999999996,0.999793459344784
2,1,3844,0.9999999984252206,0.9999999999980185
1,2,3845,0.9999999999980185,0.9998778831670738
2,1,3846,0.9998778831670738,0.9999999999996128
1,2,3847,0.9999999999996128,0.9999998801773274
2,1,3848,0.9999998801773274,0.9999999998869815
1,2,3849,0.9999999998869815,0.9999980970963294
2,0,3851,0.9999996495341686,1.0
0,2,3852,1.0,0.9999999989956443
2,1,3860,0.9999999745198064,0.9999999997097397
1,2,3862,0.9999963115997006,0.9999999124542039
2,1,3866,0.9970859867167964,0.9999999941883502
1,2,3867,0.9999999941883502,0.9999999943579674
2,0,3874,0.9999999960046537,1.0
0,2,3875,1.0,0.9999999997468905
2,1,3880,0.9999735761516477,0.9999777526042826
1,2,3882,0.9999999999471196,0.9999949229196395
2,1,3883,0.9999949229196395,0.9999999837809092
1,2,3886,0.9999999973200637,0.9999187230468757
2,1,3888,0.9999949652339348,0.999936791854709
1,2,3889,0.999936791854709,0.9999990419744554
2,1,3900,0.9999993422828921,0.9999999638829837
1,2,3901,0.9999999638829837,0.9999962465670817
2,1,3904,0.998843592874545,0.9999999999870752
1,0,3906,1.0,1.0
0,2,3907,1.0,0.9965919308418453
2,1,3908,0.9965919308418453,1.0
1,2,3909,1.0,0.9999999980761771
2,1,3917,0.9999999994394368,0.9999993312129634
1,2,3918,0.9999993312129634,0.9999999998360352
2,1,3923,0.9999999987839594,0.9999987904936911
1,2,3924,0.9999987904936911,0.9999979356735933
2,0,3951,0.9999999997480753,1.0
0,2,3952,1.0,0.9999933050106665
2,1,3953,0.9999933050106665,1.0
1,2,3955,1.0,0.9999999986163175
2,3,3960,0.99999644563162,1.0
3,2,3961,1.0,0.9988305590279004
2,1,3962,0.9988305590279004,1.0
1,2,3963,1.0,0.9999978949644786
2,1,3970,0.9999999984443981,0.9999999997777094
1,2,3971,0.9999999997777094,0.9999999898751479
2,1,3979,0.9999980981120447,1.0
1,0,3980,1.0,1.0
0,2,3981,1.0,0.9999999915240405
2,1,3994,0.9805929602636217,0.9999999999999929
1,0,3995,0.9999999999999929,1.0
0,2,3996,1.0,0.999999999996728
2,0,3999,0.9999965377999303,1.0
0,2,4000,1.0,0.9999999991686757
2,0,4003,0.9999998208057851,1.0
0,2,4004,1.0,0.9999980002443423
2,0,4016,0.9999996479102593,1.0
0,2,4017,1.0,0.9999999996692832
2,1,4027,0.9999136974733847,0.9999999899062946
1,0,4028,0.9999999899062946,1.0
0,1,4029,1.0,0.9999999999999951
1,2,4030,0.9999999999999951,0.999999999988761
2,1,4041,0.9999999994372057,0.9999999999999636
1,2,4044,0.9999999990557962,0.9999999907133788
2,0,4059,0.9999999999881126,1.0
0,2,4060,1.0,0.9999999957321695
2,0,4077,0.9999999999844604,0.9703582958778274
0,2,4078,0.9703582958778274,0.9999999174000535
2,0,4103,0.999999999840556,1.0
0,1,4104,1.0,0.9999985222916792
1,2,4105,0.9999985222916792,0.9996125477344743
2,1,4118,0.9999999997315498,1.0
1,2,4119,1.0,0.9999999867872341
2,1,4121,0.9870494691199893,0.9999925539709675
1,2,4123,0.9999999994184066,0.9999998728077638
2,1,4125,0.9999962815453179,0.9999999998208864
1,2,4128,0.9999999703342586,0.9999991147654131
2,0,4129,0.9999991147654131,1.0
0,2,4130,1.0,0.9999994334477413
2,1,4138,0.9999845092198403,0.9999999999999876
1,2,4139,0.9999999999999876,0.9999984088955031
2,1,4140,0.9999984088955031,0.9999078198950503
1,2,4141,0.9999078198950503,0.9999999994814637
2,1,4142,0.9999999994814637,1.0
1,2,4144,0.9997543500964401,0.9994781482974533
2,0,4145,0.9994781482974533,1.0
0,2,4146,1.0,0.9999999993966817
2,1,4149,0.9999999998032258,1.0
1,2,4151,1.0,0.9999986718997009
2,0,4152,0.9999986718997009,1.0
0,2,4153,1.0,0.9999954697508762
2,1,4182,0.9999999999780851,1.0
1,2,4184,1.0,0.999999978913934
2,1,4195,0.9999999999507239,1.0
1,2,4196,1.0,0.9999999970965199
2,1,4201,0.9999999992185735,1.0
1,2,4202,1.0,0.9999999999994724
2,1,4210,0.9999999827388067,1.0
1,2,4211,1.0,0.999999998320046
2,0,4220,0.9999999998527951,1.0
0,2,4221,1.0,0.9999978002901635
2,1,4222,0.9999978002901635,0.9999999999993632
1,2,4223,0.9999999999993632,0.999999999974321
2,1,4227,0.9999911231484581,0.9999999999918305
1,2,4228,0.9999999999918305,0.9999999989414405
2,1,4279,0.9999999999995524,0.9999999999999556
1,2,4280,0.9999999999999556,0.9999999945338178
2,1,4287,0.9999999999947509,0.9999999999951008
1,2,4288,0.9999999999951008,0.9999981156687302
2,1,4292,0.9999980300527357,0.999999998624661
1,2,4293,0.999999998624661,0.9999999981751877
2,1,4295,0.9999990294318872,0.9999999998759179
1,2,4297,0.9999991819578831,0.9999999891655557
2,1,4304,0.9999964532332172,0.9999999991211501
1,2,4305,0.9999999991211501,0.99999994086828
2,1,4328,0.9999858663865501,0.9999986096857666
1,2,4330,0.9999912425005979,0.9989650228499198
2,0,4331,0.9989650228499198,1.0
0,2,4332,1.0,0.9999999997566533
2,1,4340,0.9999999998782556,1.0
1,2,4341,1.0,0.999999999963423
2,1,4347,0.9999999947074762,1.0
1,2,4349,1.0,0.999999477901079
2,1,4383,0.9999995709930648,0.9999999793811274
1,2,4384,0.9999999793811274,0.9999999987370773
2,1,4386,0.9999999994931468,1.0
1,0,4389,1.0,1.0
0,2,4390,1.0,0.9999998326262156
2,1,4391,0.9999998326262156,0.9999997363717458
1,2,4392,0.9999997363717458,0.9999956733131358
2,1,4394,0.99999998732525,0.9999999999997975
1,2,4395,0.9999999999997975,0.9999999997599289
2,1,4401,0.9997592246589846,0.9999999828452851
1,2,4402,0.9999999828452851,0.999999998272699
2,1,4405,0.9999999985808046,1.0
1,2,4406,1.0,0.9999990641250057
2,1,4407,0.9999990641250057,1.0
1,2,4408,1.0,1.0
2,1,4414,0.9999276406232556,0.999999992400892
1,2,4415,0.999999992400892,0.9999999816931082
2,1,4448,0.999999996458925,1.0
1,2,4449,1.0,0.9999999992039541
2,1,4457,0.9999973180685632,0.9999999999343832
1,2,4458,0.9999999999343832,0.9999999931693857
2,1,4459,0.9999999931693857,0.9999999281063098
1,2,4461,0.9999992614088643,0.999999999918618
2,1,4485,0.9999999998751115,1.0
1,2,4486,1.0,0.9999985583115195
2,1,4494,0.999999937862926,1.0
1,2,4496,1.0,0.9999998018231208
2,1,4501,0.999845033572494,0.9975713142983078
1,2,4502,0.9975713142983078,0.9999988759988725
2,1,4505,0.9999999986947721,1.0
1,2,4506,1.0,0.9999999999560902
2,0,4508,0.9999999986451407,1.0
0,2,4509,1.0,0.9999795358108933
2,1,4516,0.9999999828199756,1.0
1,2,4517,1.0,0.999820004615259
2,1,4540,0.9999999997798064,0.9999999976258049
1,2,4544,0.999999999999952,0.9999983334127741
2,1,4546,0.9999999995791633,0.9999999409200289
1,2,4547,0.9999999409200289,0.9999318381238315
2,1,4549,0.9999985207400498,0.999998920529686
1,2,4550,0.999998920529686,0.9999999911125244
2,1,4551,0.9999999911125244,1.0
1,2,4554,1.0,0.9999999989824566
2,0,4558,0.9999999960334343,1.0
0,2,4559,1.0,0.9999999908786688
2,1,4579,0.9999999999942837,1.0
1,2,4580,1.0,0.9999999971028863
2,1,4587,0.9999936470388747,1.0
1,2,4588,1.0,0.9999999985973496
2,1,4602,0.9999999999298765,0.9999999998353033
1,2,4603,0.9999999998353033,0.9999999999990052
2,1,4606,0.9999999998139817,0.8658976166916174
1,2,4607,0.8658976166916174,0.9999999999288818
2,1,4612,0.999999999999404,1.0
1,2,4617,0.9999999999986473,0.9999999995876756
2,1,4618,0.9999999995876756,1.0
1,2,4620,1.0,0.9999996659595273
